id,pageNum,searchTerm,type,contributer,description,keywords,image_urls,images
320897477,1,seamless+pattern+diagonal,vector,etcberry,Diagonal lines pattern. Repeat straight stripes texture background ,"line,pattern,background,vector,texture,seamless,straight,white,repeat,black,stripe,abstract,wallpaper,retro,vintage,fabric,design,graphic,template,diagonal,illustration,striped,surface",https://image.shutterstock.com/image-vector/diagonal-lines-pattern-repeat-straight-600w-320897477.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/diagonal-lines-pattern-repeat-straight-600w-320897477.jpg', 'path': 'full/b62748c8a5263017d5995d3173132bc96b07680b.jpg', 'checksum': '8f8f1fd873513066081d582f2356ba5e'}]"
496258075,1,seamless+pattern+diagonal,vector,ychty,"Seamless abstract colorful striped pattern. Endless pattern can be used for ceramic tile, wallpaper, linoleum, textile, web page background.","pattern,wallpaper,vintage,background,geometric,seamless,wall,retro,paper,vector,texture,abstract,line,design,shabby,chic,print,tile,ceramic,irregular,brown,diagonal,old,tweed,beige,illustration,interior,zigzag,decoration,art,blue,hipster,trend,grunge,package,style,corporate,graphic,red,template,backdrop,fashion,flecked,mottled,turquoise,wrapping,artistic,colorful,decorative,stripes,textile,tracery",https://image.shutterstock.com/image-vector/seamless-abstract-colorful-striped-pattern-600w-496258075.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/seamless-abstract-colorful-striped-pattern-600w-496258075.jpg', 'path': 'full/931b7fc28fa828afbdf4d9c4e67042f8590fb04f.jpg', 'checksum': '600cc18b9b4da77759d1d57d7ba7647f'}]"
1049057738,1,seamless+pattern+diagonal,vector,oking,"Ikat geometric folklore ornament. Tribal ethnic vector texture. Seamless striped  pattern in Aztec style. Figure tribal  embroidery. Indian, Scandinavian, Gypsy, Mexican, folk pattern. ","pattern,ethnic,boho,tribal,vector,aztec,texture,seamless,geometric,design,peru,ikat,african,mexico,indian,motif,geometry,folk,patchwork,background,batik,indonesia,american,decoration,south,gypsy,chevron,line,geo,navajo,repeat,cute,vintage,stitch,diagonal,native,triangle,hipster,slavic,zag,zig,zigzag,decorative,endless,folklore pattern,jacquard,scandinavian  embroidery,stripes,textile,traditional",https://image.shutterstock.com/image-vector/ikat-geometric-folklore-ornament-tribal-600w-1049057738.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/ikat-geometric-folklore-ornament-tribal-600w-1049057738.jpg', 'path': 'full/ca804f83adddab22fc08e0a4699361973d6aa167.jpg', 'checksum': '418b2083526996c000ef395f9ed05210'}]"
421975582,1,seamless+pattern+diagonal,vector,Olga+Rom,"Vector seamless pattern with hand drawn gold glitter textured brush strokes and stripes hand painted. Black, gold, pink, green, brown colors.","pattern,geometric,stripe,watercolor,background,seamless,paint,vector,gold,boho,brush,color,pink,hand,line,abstract,glitter,fabric,fashion,bohemian,grunge,white,geometry,green,mark,stroke,hipster,print,shape,drawn,textile,bold,cross,plaid,retro,graffiti,style,tartan,golden,bright,diagonal,hatch,stipple,1960s,contemporary,1950s,horizontal,wrap,grungy,striped,stripes",https://image.shutterstock.com/image-vector/vector-seamless-pattern-hand-drawn-600w-421975582.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/vector-seamless-pattern-hand-drawn-600w-421975582.jpg', 'path': 'full/72b468e2f256d1461f245cbc565fe749d78b8bc1.jpg', 'checksum': '02402956446b6b5ec8bd3171fb57e10b'}]"
526062331,1,seamless+pattern+diagonal,vector,ANNA_KOVA,Light grey seamless pattern background. Vector illustration for elegant design. Abstract geometric frame. Stylish decorative label set. Fashion universal background.,"pattern,background,texture,vector,seamless,geometric,design,frame,line,box,stripe,classic,package,wallpaper,white,shape,abstract,decor,diamond,element,modern,gray,fashion,graphic,repeat,border,template,illustration,light,collection,cover,fabric,business,paper,interior,diagonal,grid,perfume,tile,style,chevron,cornice,beautiful,decoration,decorative,elegant,riga,vintage,zag,zig",https://image.shutterstock.com/image-vector/light-grey-seamless-pattern-background-600w-526062331.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/light-grey-seamless-pattern-background-600w-526062331.jpg', 'path': 'full/d8cd8e7604d669b5a8f2276d6bd31e3b518f940a.jpg', 'checksum': 'b4096d73309d2d4016c1c36655276231'}]"
753387211,1,seamless+pattern+diagonal,vector,DDOK,Seamless pattern with geometric Christmas trees. Winter holidays collection. Merry Christmas and Happy New year. Abstract textured background design. Modern elegant wallpaper. Vector illustration.,"ethnic,xmas,rustic,tree,modern,winter,christmas,design,elegant,print,retro,background,geometric,simple,texture,triangle,vector,vintage,angle,beige,chevron,classic,cloth,collection,cute,decoration,decorative,delicate,diagonal,fabric,gift,greeting card,holidays,illustration,line,lozenge,merry,new year,ornament,party,plaid,rhombus,seamless pattern,style,textile,traditional,trendy,wallpaper,white,wrapping paper",https://image.shutterstock.com/image-vector/seamless-pattern-geometric-christmas-trees-600w-753387211.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/seamless-pattern-geometric-christmas-trees-600w-753387211.jpg', 'path': 'full/9efc883590b741f9187010002619e40b33ecd7c5.jpg', 'checksum': 'bacfebab3a1cddf3e30d4b77243fb9eb'}]"
620879699,1,seamless+pattern+diagonal,vector,etcberry,Vector line pattern. Geometric background,"line,pattern,background,white,seamless,diagonal,simple,graphic,abstract,triangle,black,diamond,fabric,geometric,gray,repeat,grunge,light,modern,paper,vintage,backdrop,fashion,minimal,monochrome,tile,wallpaper,art,creative,decoration,decorative,element,illustration,mosaic,ornament,print,retro,shape,square,stripes,style,textile,texture,textured,wall,web",https://image.shutterstock.com/image-vector/vector-line-pattern-geometric-background-600w-620879699.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/vector-line-pattern-geometric-background-600w-620879699.jpg', 'path': 'full/ecc3dc1451176f2c41bc59454d9ee54e67af3f21.jpg', 'checksum': '7b0b2b9bac2481b428820cd7f52d23d8'}]"
283065698,1,seamless+pattern+diagonal,vector,milojepn,Vector Seamless Pattern .  Triangle Geometric Shapes in Grunge Style . ,"pattern,seamless,texture,geometric,shape,print,irregular,lattice,line,psychedelic,cross,chaotic,edge,illustration,mosaic,net,ornament,repeat,straight,structure,band,black,circles,concept,contour,contrast,design,diagonal,facet,halftone,mesh,motion,natural,rings,striped,stripes,stylish,textured,tile,wallpaper",https://image.shutterstock.com/image-vector/vector-seamless-pattern-triangle-geometric-600w-283065698.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/vector-seamless-pattern-triangle-geometric-600w-283065698.jpg', 'path': 'full/a6188057718827d5c83f8e781b58dbb9c5c5f95e.jpg', 'checksum': '41a4691a2d39a3e52d3b60676eae53c9'}]"
1304322133,1,seamless+pattern+diagonal,vector,artefficient,"Navy, Blue, White and Orange Tartan and Buffalo Check Plaid Vector Patterns. Hipster Lumberjack Flannel Shirt Fabric Textures. Summer Men's Fashion.Pattern Tile Swatches Included","pattern,seamless,men,plaid,orange,blue,shirt,boy,background,design,flannel,rustic,stationary,stripes,tartan,baby,baby blue,bbq,bedding,bright,buffalo check,buffalo plaid,card,checks,children,clothing,decor,diagonal,fabric,gingham,hipster,horizontal,lumberjack,modern,nautical,navy,navy blue,party,picnic,pixel,print,royal blue,saturated colors,summer,tablecloth,textile,trendy,vector,wallpaper,white",https://image.shutterstock.com/image-vector/navy-blue-white-orange-tartan-600w-1304322133.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/navy-blue-white-orange-tartan-600w-1304322133.jpg', 'path': 'full/2125945f922c79292b1b27d932d3c4a271a9dfb1.jpg', 'checksum': 'ffc044de7c96de2055e5732328baaf9a'}]"
485053060,1,seamless+pattern+diagonal,vector,Olga+Rom,"Vector seamless pattern with hand drawn gold glitter textured brush strokes and stripes hand painted. Black, gold, white, pink, green, blue colors.","pattern,watercolor,geometric,seamless,abstract,stripe,paint,background,fabric,gold,glitter,vector,brush,color,boho,pink,white,dot,geometry,hand,retro,bold,stroke,bohemian,green,line,plaid,print,cross,fashion,golden,mark,foil,contemporary,drawn,1950s,grungy,hatch,style,bright,tartan,1960s,brushed,cross-hatching,diagonal,dotted,grunge,shapes,stipple,striped,textile,wrap",https://image.shutterstock.com/image-vector/vector-seamless-pattern-hand-drawn-600w-485053060.jpg,"[{'url': 'https://image.shutterstock.com/image-vector/vector-seamless-pattern-hand-drawn-600w-485053060.jpg', 'path': 'full/932b9303a070fa7c2d641af8a85289b2d5908942.jpg', 'checksum': '648032e72d5c4fa006fcc80be516644e'}]"
